model,critical_length,minimal_number_of_queries,non_trivial_critical_pairs,non_trivial_deduced_critical_pairs
model25152.csv,13,8,7,2
model12825.csv,15,8,8,2
model120518.csv,16,7,9,3
model112483.csv,19,10,11,2
model19560.csv,14,7,7,2
model45974.csv,15,9,7,1
model116326.csv,14,7,7,2
model28746.csv,14,7,7,1
model46112.csv,16,8,8,3
model82352.csv,18,11,10,1
model112606.csv,19,7,11,5
model74746.csv,15,7,6,3
model103048.csv,18,8,10,4
model122598.csv,17,8,11,3
model88711.csv,15,6,7,2
model118037.csv,12,6,5,2
model11596.csv,9,7,2,1
model44691.csv,14,8,7,2
model21587.csv,17,7,9,3
model36607.csv,11,8,4,1
model34543.csv,12,7,6,1
model74066.csv,15,6,6,2
model59690.csv,12,7,4,1
model1785.csv,12,8,5,1
model38828.csv,14,7,7,1
model86393.csv,17,7,8,2
model17431.csv,13,7,6,1
model99057.csv,12,7,4,1
model119805.csv,12,6,5,1
model99161.csv,15,7,7,2
model20935.csv,14,9,6,1
model109162.csv,16,6,8,2
model77908.csv,13,8,6,1
model9760.csv,14,8,8,3
model52859.csv,15,8,7,1
model4383.csv,13,6,6,3
model3024.csv,13,7,7,2
model62371.csv,16,7,8,2
model118003.csv,11,6,4,1
model53523.csv,15,7,7,2
model28291.csv,15,6,8,3
model45258.csv,14,8,7,1
model78534.csv,14,8,7,2
model18208.csv,13,7,6,1
model109359.csv,14,6,6,1
model86301.csv,16,8,7,2
model110305.csv,13,6,5,1
model71611.csv,13,7,5,1
model95221.csv,16,8,7,2
model80776.csv,11,6,4,1
model75697.csv,16,8,7,2
model103483.csv,15,6,7,3
model74847.csv,17,7,8,2
model22425.csv,16,7,9,3
model16814.csv,13,7,6,1
model35368.csv,12,6,5,2
model105178.csv,15,8,7,1
model42698.csv,14,7,6,1
model85391.csv,15,7,6,2
model35627.csv,12,7,5,1
model12448.csv,12,6,5,2
model121536.csv,19,7,12,5
model24875.csv,13,7,7,1
model97402.csv,14,6,6,2
model71325.csv,14,8,7,1
model102337.csv,14,8,6,1
model12836.csv,14,10,7,1
model7204.csv,14,6,7,3
model109447.csv,16,6,8,4
model46212.csv,17,7,9,4
model99169.csv,14,7,6,2
model52632.csv,15,8,7,1
model13740.csv,13,7,5,3
model84682.csv,15,7,8,2
model5021.csv,14,9,8,2
model12778.csv,11,7,4,1
model89034.csv,12,8,3,1
model67118.csv,16,6,7,2
model21960.csv,15,7,7,2
model96106.csv,14,7,6,2
model59496.csv,12,7,5,2
model12663.csv,13,6,6,2
model89156.csv,16,7,7,3
model81313.csv,12,6,5,1
model93076.csv,16,6,7,2
model81982.csv,17,7,9,4
model36676.csv,11,6,5,1
model67978.csv,17,9,8,1
model105839.csv,14,6,6,3
model17919.csv,11,6,4,1
model19571.csv,17,8,10,5
model123122.csv,13,6,7,2
model96460.csv,16,7,8,2
model6697.csv,12,6,5,2
model64522.csv,13,7,4,1
model112696.csv,14,6,6,2
model50957.csv,15,9,8,1
model116423.csv,13,6,6,2
model39716.csv,13,6,5,2
model112760.csv,14,7,6,2
model55825.csv,13,7,6,1
model103011.csv,16,6,8,3
model97243.csv,15,7,7,1
model52057.csv,12,6,5,1
model31543.csv,16,7,9,4
model87447.csv,19,6,10,5
model34162.csv,13,6,8,2
model67986.csv,17,8,8,2
model49112.csv,15,7,7,2
model97151.csv,17,7,9,3
model100623.csv,13,6,6,2
model65131.csv,14,6,5,2
model12111.csv,12,7,5,1
model96985.csv,14,7,6,1
model44018.csv,14,9,7,1
model87816.csv,17,8,8,2
model1805.csv,11,6,4,1
model104597.csv,14,7,6,1
model21896.csv,13,7,5,1
model39588.csv,15,6,8,3
model15198.csv,12,6,5,2
model53341.csv,18,9,10,3
model81805.csv,16,7,8,2
model87819.csv,15,6,6,1
model37995.csv,11,8,5,1
model59841.csv,10,6,3,1
model123009.csv,13,6,7,2
model115925.csv,14,7,7,1
model119730.csv,15,7,8,2
model70679.csv,15,8,7,1
model103318.csv,13,7,5,1
model121163.csv,17,7,10,4
model98819.csv,13,7,6,2
model5694.csv,12,6,6,2
model112748.csv,15,7,7,2
model71840.csv,14,7,6,1
model34196.csv,12,7,7,1
model38649.csv,13,8,6,1
model10769.csv,12,6,5,1
model75455.csv,17,9,9,2
model83562.csv,15,6,8,2
model120637.csv,15,6,8,4
model98802.csv,15,9,8,1
model114576.csv,15,6,7,2
model108834.csv,15,7,7,2
model50352.csv,11,7,4,2
model83741.csv,17,7,9,3
model110644.csv,16,8,8,3
model7232.csv,13,7,7,1
model98575.csv,15,7,8,2
model100051.csv,14,7,6,2
model96090.csv,12,6,4,1
model91889.csv,13,6,5,1
model25717.csv,15,9,9,2
model64509.csv,13,8,4,1
model82881.csv,16,6,8,4
model122566.csv,16,7,10,3
model35072.csv,14,7,9,3
model31602.csv,14,7,7,2
model55943.csv,14,6,7,2
model46956.csv,14,7,6,1
model74489.csv,16,6,7,3
model119636.csv,17,10,10,1
model64718.csv,14,8,5,1
model39531.csv,12,7,5,1
model122939.csv,18,10,12,2
model25414.csv,13,8,7,1
model114743.csv,18,7,11,4
model20280.csv,16,7,8,1
model89338.csv,16,7,8,4
model28435.csv,13,7,6,1
model75084.csv,14,7,5,1
model108490.csv,15,8,7,2
model9988.csv,10,6,4,1
model90871.csv,17,6,8,3
model96837.csv,16,6,8,4
model108001.csv,17,7,9,3
model53306.csv,14,9,6,1
model81751.csv,17,8,9,2
model113031.csv,16,8,8,2
model43846.csv,14,7,6,2
model5783.csv,13,9,6,1
model81741.csv,14,8,6,1
model109333.csv,15,7,7,1
model43171.csv,14,7,7,2
model95285.csv,15,6,7,3
model66573.csv,16,7,7,3
model42013.csv,14,7,6,2
model123979.csv,16,8,10,2
model113414.csv,17,8,9,2
model17415.csv,12,6,5,1
model36151.csv,14,9,7,1
model108671.csv,15,6,7,2
model54751.csv,16,10,9,1
model116306.csv,13,6,6,2
model74757.csv,16,8,7,2
model45532.csv,15,8,7,2
model85217.csv,14,7,5,2
model37264.csv,15,8,8,1
model121067.csv,13,7,6,1
model12541.csv,15,9,8,1
model94787.csv,17,9,8,1
model20848.csv,14,8,6,1
model40936.csv,15,6,7,2
model30512.csv,13,6,7,2
model63977.csv,16,8,8,1
model45590.csv,12,6,5,3
model123346.csv,14,7,8,2
model72614.csv,19,7,10,4
model108318.csv,15,6,7,4
model99841.csv,13,6,5,2
model62795.csv,14,8,6,1
model44358.csv,18,12,10,1
model6183.csv,13,8,6,1
model115041.csv,17,6,10,4
model38262.csv,13,7,6,2
model26104.csv,12,8,5,2
model16498.csv,14,7,6,2
model21385.csv,16,7,8,4
model94308.csv,18,7,9,2
model30419.csv,15,6,8,4
model30708.csv,15,7,9,3
model98049.csv,16,8,8,2
model90206.csv,13,6,4,2
model43601.csv,16,7,8,2
model107129.csv,16,8,9,2
model78888.csv,12,6,4,2
model25592.csv,11,7,5,1
model72306.csv,16,7,8,3
model17271.csv,11,6,4,1
model42168.csv,14,7,6,1
model77608.csv,17,6,9,4
model30121.csv,11,6,5,2
model2399.csv,13,7,6,1
model34265.csv,16,7,11,5
model88419.csv,18,8,9,3
model100064.csv,16,7,8,3
model50022.csv,17,9,9,3
model89263.csv,16,7,8,3
model53453.csv,17,7,9,3
model79339.csv,12,7,6,1
model25734.csv,12,7,6,2
model45215.csv,16,10,9,1
model5350.csv,14,7,7,2
model28722.csv,15,7,8,3
model41128.csv,17,6,9,4
model4646.csv,11,7,4,1
model7844.csv,11,6,6,1
model106907.csv,14,6,7,2
model106012.csv,14,7,6,1
model79071.csv,15,6,7,2
model32835.csv,16,7,9,4
model93157.csv,17,7,8,2
model10949.csv,12,7,4,2
model91697.csv,16,8,7,1
model49205.csv,18,8,10,4
model74310.csv,13,7,5,1
model46235.csv,15,8,7,1
model25401.csv,14,7,8,3
model113840.csv,18,10,10,1
model21060.csv,15,8,7,2
model115194.csv,15,8,8,2
model96418.csv,17,9,9,1
model101264.csv,13,6,5,1
model42745.csv,15,9,7,1
model32616.csv,17,10,10,1
model97701.csv,16,7,8,3
model95224.csv,16,6,7,3
model113066.csv,14,6,6,1
model15542.csv,15,10,8,1
model64161.csv,14,7,7,1
model42687.csv,15,8,7,2
model28436.csv,13,6,6,2
model34887.csv,11,7,6,1
model80041.csv,16,6,8,4
model96868.csv,17,7,9,3
model63001.csv,14,7,6,2
model98750.csv,17,7,9,4
model122894.csv,15,6,9,4
model61053.csv,12,6,5,1
model12343.csv,11,7,5,1
model108597.csv,16,8,8,1
model100816.csv,14,6,6,2
model53868.csv,14,6,6,2
model91085.csv,14,6,6,1
model65375.csv,14,7,6,2
model87294.csv,15,7,6,2
model25786.csv,13,7,7,3
model88451.csv,15,6,6,2
model7445.csv,12,8,6,1
model85985.csv,17,8,8,3
model35080.csv,14,9,9,1
model110338.csv,14,8,6,1
model32767.csv,14,6,7,2
model105251.csv,13,6,6,2
model89020.csv,15,7,7,3
model116597.csv,11,6,4,1
model113648.csv,15,7,7,2
model113085.csv,15,8,7,1
model78484.csv,13,6,5,1
model86176.csv,15,6,6,2
model67864.csv,17,6,8,4
model17437.csv,12,7,5,1
model63033.csv,14,7,6,1
model111334.csv,15,7,7,2
model98971.csv,16,9,8,2
model113733.csv,16,6,8,4
model111118.csv,19,9,11,3
model96244.csv,16,8,8,2
model118072.csv,13,7,6,1
model114439.csv,17,6,9,4
model57906.csv,15,7,8,3
model82177.csv,16,7,8,2
model38519.csv,14,7,6,2
model80642.csv,14,7,6,2
model120364.csv,16,6,9,3
model110968.csv,14,7,6,1
model24843.csv,12,6,6,2
model111471.csv,14,6,6,2
model82889.csv,17,7,9,4
model102555.csv,11,6,4,1
model15390.csv,13,6,6,2
model110067.csv,17,10,10,2
model73005.csv,17,8,8,3
model118534.csv,14,6,7,2
model78610.csv,13,7,5,2
model80932.csv,13,7,7,2
model114470.csv,15,7,7,3
model56910.csv,14,7,7,1
model72815.csv,16,10,7,1
model93534.csv,17,6,8,4
model62639.csv,15,7,7,1
model99513.csv,14,9,6,1
model84021.csv,16,7,8,2
model43126.csv,12,6,5,2
model97730.csv,15,6,7,3
model71482.csv,18,9,11,3
model27231.csv,11,6,5,1
model15323.csv,13,8,7,1
model42989.csv,15,8,8,3
model55074.csv,12,6,5,1
model50353.csv,12,9,5,1
model90337.csv,15,6,6,3
model25859.csv,12,7,6,1
model85785.csv,13,6,4,2
model107388.csv,14,8,6,1
model119683.csv,17,7,10,3
model36849.csv,12,6,5,1
model121241.csv,17,6,10,4
model31733.csv,16,6,9,4
model38846.csv,13,7,6,1
model19288.csv,15,6,7,2
model119759.csv,18,6,11,5
model17132.csv,11,6,4,1
model103618.csv,14,6,6,2
model12120.csv,12,7,4,2
model5169.csv,12,7,5,2
model118432.csv,14,7,7,1
model48285.csv,16,6,8,4
model28703.csv,15,7,8,2
model3531.csv,11,7,5,1
model109063.csv,17,7,9,2
model30038.csv,14,7,8,3
model106963.csv,16,6,9,3
model72782.csv,15,10,6,1
model52773.csv,15,7,7,1
model19007.csv,13,9,6,1
model61327.csv,13,7,6,2
model102597.csv,12,8,5,1
model100940.csv,14,7,6,1
model38657.csv,16,6,8,3
model119587.csv,17,7,10,4
model37049.csv,15,7,8,2
model118647.csv,13,6,6,2
model3069.csv,12,7,7,1
model56559.csv,12,6,5,1
model18488.csv,14,7,7,1
model8058.csv,11,6,6,1
model54258.csv,14,7,6,1
model103867.csv,16,7,8,3
model53540.csv,18,6,10,5
model36729.csv,11,6,5,1
model88581.csv,18,7,10,3
model121710.csv,16,7,9,3
model109118.csv,17,6,9,4
model6294.csv,15,8,8,3
model94318.csv,17,10,8,1
model24015.csv,11,6,4,2
model34856.csv,12,7,7,1
model84504.csv,14,7,7,2
model53506.csv,18,6,10,4
model108464.csv,13,6,5,1
model5500.csv,11,6,4,2
model100187.csv,14,7,6,1
model92563.csv,16,6,7,3
model102500.csv,13,7,5,2
model64624.csv,14,8,5,1
model120117.csv,19,6,12,6
model25908.csv,11,7,6,1
model65429.csv,14,6,5,2
model29247.csv,16,10,9,2
model102073.csv,15,9,7,1
model65844.csv,13,6,5,1
model4309.csv,13,7,6,2
model67135.csv,15,6,6,1
model96784.csv,15,6,7,3
model46796.csv,16,6,8,3
model106094.csv,14,6,6,2
model5247.csv,11,6,4,1
model43970.csv,12,7,4,2
model51870.csv,14,7,7,1
model69904.csv,14,8,6,1
model78708.csv,13,6,6,2
model24046.csv,14,6,6,1
model116720.csv,14,7,7,1
model109440.csv,15,8,7,2
model72296.csv,17,6,9,4
model8253.csv,12,6,7,2
model108865.csv,15,8,7,1
model80195.csv,15,6,8,4
model7366.csv,12,7,5,1
model8617.csv,13,8,7,1
model8331.csv,11,6,5,2
model86891.csv,18,7,9,3
model40459.csv,14,6,7,4
model25151.csv,13,9,7,1
model56963.csv,13,7,6,1
model67611.csv,14,7,5,1
model90336.csv,15,7,6,2
model20218.csv,15,6,7,3
model32638.csv,16,6,9,4
model39306.csv,15,8,8,2
model111573.csv,15,10,7,1
model70252.csv,14,6,6,3
model35760.csv,14,6,7,2
model31863.csv,15,7,8,3
model105118.csv,14,7,6,1
model11333.csv,12,7,5,1
model108758.csv,15,7,7,2
model21506.csv,13,8,6,1
model21903.csv,15,7,7,2
model93553.csv,16,6,7,2
model106696.csv,11,6,4,1
model96574.csv,14,6,6,2
model49081.csv,13,6,6,1
model71510.csv,13,7,6,1
model83902.csv,16,8,8,1
model55524.csv,14,8,7,1
model88814.csv,16,6,8,4
model106281.csv,15,7,7,2
model96834.csv,15,6,7,3
model86736.csv,15,6,6,1
model49355.csv,13,6,5,1
model21104.csv,15,7,8,2
model93688.csv,16,8,7,1
model70564.csv,18,8,10,3
model38485.csv,15,7,7,3
model19590.csv,17,8,10,4
model61042.csv,16,6,8,4
model68710.csv,15,6,6,2
model60729.csv,14,6,6,2
model34261.csv,16,6,11,6
model6937.csv,15,7,8,3
model9806.csv,12,7,5,2
model28576.csv,13,7,6,3
model123664.csv,14,7,8,2
model91597.csv,16,6,7,3
model95113.csv,19,6,10,4
model19918.csv,12,6,5,1
model13223.csv,14,6,6,2
model23155.csv,13,8,5,1
model90104.csv,13,7,4,1
model89871.csv,16,7,7,2
model99943.csv,17,10,9,1
model30811.csv,17,6,10,5
model78841.csv,14,7,6,2
model86529.csv,12,6,3,1
model109336.csv,12,6,4,1
model98925.csv,13,7,5,2
model25924.csv,12,8,7,1
model67825.csv,16,7,7,3
model117665.csv,14,7,7,1
model103597.csv,13,6,5,2
model75580.csv,14,6,5,1
model86508.csv,13,7,5,1
model73261.csv,15,6,6,2
model6504.csv,12,7,5,1
model95561.csv,18,8,10,3
model113051.csv,16,9,8,1
model121742.csv,18,10,11,1
model70627.csv,15,7,7,1
model72300.csv,16,9,8,2
model96110.csv,14,6,6,2
model39066.csv,17,6,9,4
model88939.csv,17,8,8,3
model81416.csv,14,6,6,3
model110268.csv,14,6,6,3
model121077.csv,14,6,7,2
model19638.csv,14,7,7,1
model62654.csv,16,7,8,2
model18123.csv,13,7,6,1
model65615.csv,14,7,5,1
model46855.csv,12,7,4,1
model71225.csv,14,7,7,2
model70833.csv,15,8,7,1
model65951.csv,15,8,6,2
model26114.csv,14,8,7,2
model51426.csv,13,7,7,2
model115857.csv,15,6,8,3
model23506.csv,13,7,6,1
model11043.csv,12,7,4,1
model104559.csv,16,6,8,4
model49996.csv,18,6,10,6
model63414.csv,14,6,6,2
model46220.csv,15,7,7,2
model68704.csv,15,7,6,1
model54673.csv,15,9,8,1
model40164.csv,13,6,5,2
model65486.csv,13,6,4,1
model115313.csv,14,7,7,1
model19152.csv,16,6,8,3
model109715.csv,17,7,9,3
model21221.csv,13,8,5,1
model89499.csv,15,8,6,2
model49903.csv,16,6,9,5
model33052.csv,11,7,4,1
model55312.csv,13,7,6,2
model48797.csv,12,6,4,1
model26239.csv,16,8,9,3
model92507.csv,16,9,7,1
model25933.csv,12,7,7,2
model91187.csv,15,8,6,1
model1639.csv,11,7,5,2
model68374.csv,16,9,7,1
model80034.csv,16,9,8,2
model1994.csv,13,7,6,2
model67013.csv,14,7,5,1
model41031.csv,15,8,7,1
model88311.csv,14,6,5,1
model52015.csv,14,7,7,1
model21692.csv,16,8,8,2
model9083.csv,13,7,6,1
model100353.csv,14,6,6,3
model102150.csv,14,7,6,2
model96702.csv,13,7,5,1
model54173.csv,16,8,8,1
model9351.csv,14,8,7,2
model74849.csv,19,6,10,5
model87997.csv,14,6,5,1
model49604.csv,13,7,5,1
model20503.csv,18,6,10,5
model113743.csv,18,6,10,5
model72779.csv,13,7,4,1
model60505.csv,14,6,7,3
model110134.csv,12,7,5,1
model100506.csv,16,6,8,4
model83313.csv,13,7,5,1
model72938.csv,14,7,5,1
model70131.csv,15,6,7,2
model96325.csv,15,6,7,3
model43181.csv,13,7,6,1
model114494.csv,16,7,8,2
model123489.csv,16,6,10,4
model79243.csv,15,6,7,3
model39255.csv,16,6,8,3
model19238.csv,15,6,7,4
model72396.csv,14,8,5,1
model15115.csv,13,6,6,1
model44721.csv,15,10,8,1
model85584.csv,17,6,8,4
model14023.csv,14,7,6,2
model87454.csv,19,9,10,3
model80540.csv,16,7,8,3
model50112.csv,18,8,10,3
model110995.csv,16,6,8,3
model25313.csv,13,8,6,1
model122272.csv,15,8,9,2
model100425.csv,16,7,8,2
model93108.csv,20,8,11,4
model37101.csv,17,6,10,4
model17173.csv,14,8,7,1
model68283.csv,14,6,5,1
model35264.csv,11,7,5,1
model30473.csv,11,6,4,2
model95444.csv,16,7,8,3
model56503.csv,13,7,6,1
model56716.csv,15,6,8,2
model23842.csv,12,7,4,1
model22709.csv,15,6,7,4
model56255.csv,16,8,9,3
model80485.csv,14,8,6,1
model92633.csv,15,7,6,1
model109415.csv,15,8,7,1
model64784.csv,14,7,5,2
model54020.csv,14,8,6,1
model114600.csv,13,6,6,1
model87205.csv,15,8,6,1
model45816.csv,14,7,6,1
model96867.csv,17,7,9,3
model24101.csv,16,9,8,1
model118470.csv,14,8,7,1
model105033.csv,13,6,5,2
model13396.csv,15,7,7,3
model112950.csv,15,6,7,2
model53172.csv,14,7,6,1
model31037.csv,12,8,5,1
model55125.csv,13,8,6,1
model70118.csv,14,6,6,2
model108065.csv,16,6,8,3
model69813.csv,14,6,6,2
model36028.csv,13,7,6,1
model61948.csv,13,7,5,1
model107419.csv,14,6,6,2
model107008.csv,14,6,7,2
model87314.csv,16,6,7,3
model56355.csv,16,7,9,3
model12655.csv,12,6,5,2
model115101.csv,19,7,12,5
model46790.csv,15,8,7,1
model83085.csv,15,6,7,3
model55039.csv,14,7,7,2
model19268.csv,15,8,7,2
model99344.csv,13,7,5,2
model122756.csv,15,7,9,3
model112070.csv,16,6,8,3
model111981.csv,17,9,9,2
model75250.csv,20,6,11,6
model61868.csv,14,7,6,1
model43920.csv,15,7,8,3
model121455.csv,18,7,11,4
model63965.csv,16,9,8,1
model28850.csv,15,8,8,1
model69894.csv,12,7,5,1
model106495.csv,14,7,6,1
model77516.csv,17,6,9,3
model69546.csv,14,7,6,1
model17610.csv,13,7,6,1
model67374.csv,13,6,5,1
model38401.csv,13,7,5,2
model78917.csv,14,7,6,1
model29124.csv,15,8,9,3
model60648.csv,11,6,3,1
model84218.csv,16,9,8,1
model25375.csv,14,7,8,2
model99097.csv,13,6,5,2
model38816.csv,14,8,7,1
model39654.csv,14,7,7,2
model106428.csv,13,6,5,1
model8027.csv,13,7,7,2
model113275.csv,16,6,8,3
model2188.csv,12,6,5,1
model75818.csv,16,6,7,3
model35748.csv,14,6,7,2
model20722.csv,15,8,7,2
model86861.csv,16,7,7,1
model90314.csv,15,6,6,2
model73401.csv,15,7,6,3
model11226.csv,14,7,6,3
model51063.csv,14,6,7,3
model105502.csv,16,6,8,3
model71416.csv,14,6,7,3
model104241.csv,13,7,5,1
model27284.csv,10,6,5,1
model104483.csv,17,8,9,2
model30077.csv,16,10,10,2
model106359.csv,14,6,6,3
model123294.csv,18,7,12,5
model105197.csv,13,6,5,1
model13795.csv,13,6,5,2
model27857.csv,14,7,7,1
model63495.csv,13,6,5,1
model92825.csv,14,7,5,2
model116870.csv,13,6,6,2
model22653.csv,12,6,5,1
model33263.csv,9,5,4,1
model86435.csv,16,6,7,3
model92617.csv,14,8,5,1
model97880.csv,13,6,5,2
model33566.csv,14,8,9,2
model94909.csv,18,8,9,1
model68095.csv,15,7,6,2
model27521.csv,14,7,9,4
model95151.csv,18,6,9,5
model53840.csv,14,9,6,1
model41999.csv,14,7,6,1
model49342.csv,17,6,9,5
model107553.csv,15,6,7,2
model79527.csv,17,6,9,4
model119866.csv,17,7,10,4
model78310.csv,14,9,7,1
model35737.csv,14,8,8,1
model11044.csv,12,7,4,1
model85405.csv,15,6,6,2
model99362.csv,12,7,4,1
model78741.csv,14,7,6,2
model57935.csv,16,9,9,2
model20528.csv,14,9,6,1
model30738.csv,16,6,10,6
model101066.csv,15,7,7,2
model70777.csv,15,8,7,1
model15051.csv,14,7,6,1
model63089.csv,15,6,7,3
model99982.csv,15,6,7,2
model55250.csv,14,8,7,1
model37921.csv,10,6,4,1
model48993.csv,13,6,5,2
model71713.csv,15,8,7,2
model112457.csv,19,6,11,5
model122075.csv,13,6,6,2
model33866.csv,16,7,10,5
model94044.csv,17,9,8,1
model90550.csv,18,8,9,3
model96360.csv,13,6,5,1
model94637.csv,14,7,5,1
model105360.csv,12,6,4,1
model108160.csv,14,6,6,1
model12796.csv,14,6,7,3
model62681.csv,15,7,7,1
model85859.csv,14,7,5,1
model86785.csv,15,6,6,2
model3999.csv,14,7,8,3
model117183.csv,14,6,7,2
model892.csv,12,7,5,1
model111212.csv,13,7,5,1
model64456.csv,13,6,5,1
model31864.csv,15,7,8,3
model88037.csv,14,6,5,1
model27288.csv,12,7,6,2
model105636.csv,13,6,5,2
model121664.csv,13,7,6,1
model35575.csv,14,6,7,2
model86623.csv,13,6,4,1
model83574.csv,14,6,7,1
model38764.csv,16,7,8,2
model33996.csv,13,6,8,2
model89296.csv,12,8,4,1
model31851.csv,16,10,9,2
model57932.csv,14,8,7,1
model123309.csv,17,7,11,4
model93169.csv,18,8,9,2
model97939.csv,16,7,8,2
model111594.csv,16,6,8,3
model34206.csv,11,6,6,1
model9567.csv,10,6,4,1
model16096.csv,13,7,5,1
model39613.csv,15,7,8,3
model123154.csv,13,6,7,2
model77558.csv,17,9,9,2
model90410.csv,14,6,5,2
model123408.csv,17,10,11,2
model101419.csv,15,8,7,1
model84009.csv,15,7,7,2
model17088.csv,11,6,5,2
model9404.csv,15,8,8,2
model71432.csv,15,6,8,3
model92713.csv,14,6,5,1
model47395.csv,17,7,9,4
model110832.csv,16,6,8,2
model74719.csv,17,8,8,3
model66193.csv,15,7,6,1
model65321.csv,15,6,6,2
model98955.csv,13,6,5,2
model45353.csv,16,9,8,3
model93837.csv,17,8,8,3
model13252.csv,13,6,5,1
model54189.csv,15,7,7,2
model117140.csv,16,7,9,3
model64351.csv,12,6,4,1
model26766.csv,13,8,7,2
model67055.csv,16,7,7,1
model44396.csv,16,6,8,3
model31120.csv,12,8,6,1
model73086.csv,15,7,7,3
model86241.csv,14,6,5,2
model46834.csv,16,7,8,2
model13771.csv,12,7,4,1
model107696.csv,16,7,8,2
model71831.csv,15,7,6,2
model120151.csv,18,6,11,5
model102727.csv,14,7,6,1
model51895.csv,14,7,7,1
model65218.csv,15,7,6,2
model14172.csv,14,6,7,3
model67290.csv,14,7,6,3
model64183.csv,14,7,7,2
model21931.csv,16,8,8,1
model113094.csv,16,8,8,1
model88517.csv,15,6,7,3
model16895.csv,13,7,6,2
model19484.csv,14,7,8,2
model62424.csv,16,8,8,2
model39475.csv,14,11,7,1
model96958.csv,11,7,3,1
model24860.csv,13,6,7,3
model34629.csv,13,6,7,3
model48605.csv,12,6,4,1
model105463.csv,14,6,6,3
model28425.csv,14,8,8,2
model70596.csv,13,7,5,1
model79501.csv,15,7,7,2
model53228.csv,14,9,6,1
model81373.csv,13,7,5,1
model65568.csv,13,6,4,1
model114016.csv,16,7,8,3
model85519.csv,15,6,6,3
model54485.csv,17,9,9,2
model72285.csv,16,7,8,3
model52189.csv,13,7,5,1
model27571.csv,12,6,5,3
model119174.csv,18,9,11,2
model105513.csv,17,6,9,4
model74941.csv,14,8,5,1
model93634.csv,14,7,5,2
model67280.csv,14,6,6,4
model122864.csv,15,7,9,3
model79779.csv,12,7,5,2
model82428.csv,15,7,7,1
model102896.csv,12,6,4,1
model10816.csv,11,6,4,2
model40643.csv,14,7,6,1
model74561.csv,16,6,7,3
model87305.csv,16,6,7,3
model13861.csv,13,8,5,1
model22619.csv,14,8,7,1
model38264.csv,9,6,2,1
model27898.csv,14,8,8,2
model36718.csv,13,7,6,2
model63101.csv,14,7,6,1
model44814.csv,15,8,8,1
model33818.csv,14,6,8,2
model43622.csv,13,6,5,1
model87439.csv,17,7,8,3
model115811.csv,15,9,8,1
model39040.csv,12,6,5,2
model85835.csv,15,7,6,2
model30752.csv,14,6,7,4
model76351.csv,14,6,5,2
model49089.csv,14,8,7,1
model66343.csv,15,6,6,1
model62273.csv,16,9,8,1
model7568.csv,10,6,5,1
model98674.csv,14,8,6,1
model78229.csv,15,8,8,3
model88161.csv,15,8,6,1
model17459.csv,13,7,6,1
model73014.csv,19,8,10,3
model56794.csv,13,6,6,2
model27079.csv,14,7,9,3
model55772.csv,13,7,6,1
model87523.csv,14,7,6,2
model30602.csv,13,7,6,1
model41444.csv,13,6,5,1
model4711.csv,12,8,6,1
model104620.csv,14,6,6,2
model36613.csv,10,6,4,1
model9901.csv,13,7,6,1
model32604.csv,16,9,9,1
model44829.csv,13,7,6,1
model81825.csv,16,6,8,3
model50741.csv,13,7,6,1
model80432.csv,14,7,6,1
model44715.csv,15,10,8,1
model98163.csv,16,7,9,3
model121253.csv,18,9,11,3
model118478.csv,15,9,8,1
model33789.csv,13,7,7,2
model50879.csv,13,7,6,2
model66833.csv,13,8,4,1
model39720.csv,14,6,6,2
model85168.csv,12,8,3,1
model39955.csv,14,8,6,2
model65146.csv,14,7,5,1
model36772.csv,12,8,5,1
model85593.csv,17,11,8,1
model23888.csv,14,9,6,1
model54495.csv,17,8,9,3
model23568.csv,15,7,7,2
model23422.csv,17,9,9,2
model90218.csv,15,8,6,1
model57412.csv,15,8,8,1
model99204.csv,16,6,8,5
model20228.csv,15,8,7,2
model54029.csv,14,7,6,1
model64869.csv,14,7,5,1
model99211.csv,16,6,8,4
model110620.csv,16,9,8,2
model92696.csv,15,6,6,1
model50985.csv,13,7,6,2
model4326.csv,14,8,7,2
model86758.csv,18,7,9,3
model112543.csv,15,8,7,1
model62157.csv,15,7,7,2
model82992.csv,20,6,12,6
model70805.csv,16,8,8,2
model113547.csv,18,6,10,5
model100289.csv,13,6,5,1
model98426.csv,13,7,6,1
model74366.csv,16,6,8,4
model35690.csv,13,6,6,2
model3129.csv,14,8,8,2
model37219.csv,14,6,7,2
model80957.csv,14,7,7,3
model23060.csv,13,7,5,1
model68006.csv,15,7,6,1
model93436.csv,18,6,9,4
model43928.csv,13,6,6,1
model98732.csv,16,7,8,3
model50565.csv,12,7,6,1
model74421.csv,16,7,8,3
model96176.csv,13,6,5,2
model112832.csv,14,6,6,2
model79734.csv,15,8,7,1
model31415.csv,16,9,10,3
model12880.csv,12,7,5,1
model20627.csv,15,7,7,3
model100367.csv,15,8,7,1
model117754.csv,16,8,9,3
model49258.csv,16,9,8,1
model100955.csv,16,6,8,3
model110881.csv,15,6,7,2
model73863.csv,16,6,7,3
model57322.csv,14,8,7,1
model92993.csv,15,7,6,1
model99860.csv,15,6,7,4
model55636.csv,12,6,5,1
model33912.csv,15,10,9,1
model81380.csv,14,6,6,1
model85429.csv,16,8,7,1
model84007.csv,15,8,7,2
model29266.csv,15,8,8,2
